,class1,class2,path
1768,13,69,"[13, 58, 57, 72, 71, 70, 69]"
1769,13,73,"[13, 58, 57, 72, 71, 70, 73]"
1770,13,15,"[13, 58, 59, 60, 62, 63, 15]"
1771,13,38,"[13, 58, 59, 60, 62, 63, 38]"
1772,13,64,"[13, 58, 59, 60, 62, 63, 64]"
1773,13,29,"[13, 58, 57, 56, 53, 51, 50, 29]"
1774,13,49,"[13, 58, 57, 56, 53, 51, 50, 49]"
1775,13,34,"[13, 58, 57, 56, 53, 51, 52, 34]"
1776,13,8,"[13, 58, 57, 56, 53, 54, 9, 8]"
1777,13,42,"[13, 58, 57, 72, 71, 70, 69, 42]"
1778,13,68,"[13, 58, 57, 72, 71, 70, 69, 68]"
1779,13,33,"[13, 58, 57, 72, 71, 70, 73, 33]"
1780,13,74,"[13, 58, 57, 72, 71, 70, 73, 74]"
1781,13,16,"[13, 58, 59, 60, 62, 63, 64, 16]"
1782,13,65,"[13, 58, 59, 60, 62, 63, 64, 65]"
1783,13,48,"[13, 58, 57, 56, 53, 51, 50, 49, 48]"
1784,13,77,"[13, 58, 57, 56, 53, 51, 52, 34, 77]"
1785,13,78,"[13, 58, 57, 56, 53, 51, 52, 34, 78]"
1786,13,41,"[13, 58, 57, 72, 71, 70, 69, 68, 41]"
1787,13,67,"[13, 58, 57, 72, 71, 70, 69, 68, 67]"
1788,13,75,"[13, 58, 57, 72, 71, 70, 73, 74, 75]"
1789,13,66,"[13, 58, 59, 60, 62, 63, 64, 65, 66]"
1790,13,6,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 6]"
1791,13,7,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 7]"
1792,13,28,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 28]"
1793,13,47,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47]"
1794,13,21,"[13, 58, 57, 56, 53, 51, 52, 34, 77, 21]"
1795,13,76,"[13, 58, 57, 56, 53, 51, 52, 34, 77, 76]"
1796,13,22,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 22]"
1797,13,23,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 23]"
1798,13,79,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 79]"
1799,13,40,"[13, 58, 57, 72, 71, 70, 69, 68, 67, 40]"
1800,13,17,"[13, 58, 59, 60, 62, 63, 64, 65, 66, 17]"
1801,13,5,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
1802,13,46,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46]"
1803,13,24,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 79, 24]"
1804,13,43,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43]"
1805,13,18,"[13, 58, 59, 60, 62, 63, 64, 65, 66, 17, 18]"
1806,13,4,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 4]"
1807,13,27,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 27]"
1808,13,45,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45]"
1809,13,1,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 1]"
1810,13,44,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44]"
1811,13,19,"[13, 58, 59, 60, 62, 63, 64, 65, 66, 17, 18, 19]"
1812,13,20,"[13, 58, 59, 60, 62, 63, 64, 65, 66, 17, 18, 20]"
1813,13,3,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 3]"
1814,13,26,"[13, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 26]"
1815,13,2,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 2]"
1816,13,25,"[13, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 25]"
1817,58,58,[58]
1818,58,13,"[58, 13]"
1819,58,57,"[58, 57]"
1820,58,59,"[58, 59]"
1821,58,12,"[58, 13, 12]"
1822,58,11,"[58, 57, 11]"
1823,58,56,"[58, 57, 56]"
1824,58,72,"[58, 57, 72]"
1825,58,36,"[58, 59, 36]"
1826,58,61,"[58, 59, 61]"
1827,58,60,"[58, 59, 60]"
1828,58,10,"[58, 57, 11, 10]"
1829,58,53,"[58, 57, 56, 53]"
1830,58,31,"[58, 57, 72, 31]"
1831,58,71,"[58, 57, 72, 71]"
1832,58,37,"[58, 59, 60, 37]"
1833,58,62,"[58, 59, 60, 62]"
1834,58,30,"[58, 57, 56, 53, 30]"
1835,58,51,"[58, 57, 56, 53, 51]"
1836,58,54,"[58, 57, 56, 53, 54]"
1837,58,32,"[58, 57, 72, 71, 32]"
1838,58,35,"[58, 57, 72, 71, 35]"
1839,58,70,"[58, 57, 72, 71, 70]"
1840,58,14,"[58, 59, 60, 62, 14]"
1841,58,63,"[58, 59, 60, 62, 63]"
1842,58,50,"[58, 57, 56, 53, 51, 50]"
1843,58,52,"[58, 57, 56, 53, 51, 52]"
1844,58,9,"[58, 57, 56, 53, 54, 9]"
1845,58,55,"[58, 57, 56, 53, 54, 55]"
1846,58,39,"[58, 57, 72, 71, 35, 39]"
1847,58,69,"[58, 57, 72, 71, 70, 69]"
1848,58,73,"[58, 57, 72, 71, 70, 73]"
1849,58,15,"[58, 59, 60, 62, 63, 15]"
1850,58,38,"[58, 59, 60, 62, 63, 38]"
1851,58,64,"[58, 59, 60, 62, 63, 64]"
1852,58,29,"[58, 57, 56, 53, 51, 50, 29]"
1853,58,49,"[58, 57, 56, 53, 51, 50, 49]"
1854,58,34,"[58, 57, 56, 53, 51, 52, 34]"
1855,58,8,"[58, 57, 56, 53, 54, 9, 8]"
1856,58,42,"[58, 57, 72, 71, 70, 69, 42]"
1857,58,68,"[58, 57, 72, 71, 70, 69, 68]"
1858,58,33,"[58, 57, 72, 71, 70, 73, 33]"
1859,58,74,"[58, 57, 72, 71, 70, 73, 74]"
1860,58,16,"[58, 59, 60, 62, 63, 64, 16]"
1861,58,65,"[58, 59, 60, 62, 63, 64, 65]"
1862,58,48,"[58, 57, 56, 53, 51, 50, 49, 48]"
1863,58,77,"[58, 57, 56, 53, 51, 52, 34, 77]"
1864,58,78,"[58, 57, 56, 53, 51, 52, 34, 78]"
1865,58,41,"[58, 57, 72, 71, 70, 69, 68, 41]"
1866,58,67,"[58, 57, 72, 71, 70, 69, 68, 67]"
1867,58,75,"[58, 57, 72, 71, 70, 73, 74, 75]"
1868,58,66,"[58, 59, 60, 62, 63, 64, 65, 66]"
1869,58,6,"[58, 57, 56, 53, 51, 50, 49, 48, 6]"
1870,58,7,"[58, 57, 56, 53, 51, 50, 49, 48, 7]"
1871,58,28,"[58, 57, 56, 53, 51, 50, 49, 48, 28]"
1872,58,47,"[58, 57, 56, 53, 51, 50, 49, 48, 47]"
1873,58,21,"[58, 57, 56, 53, 51, 52, 34, 77, 21]"
1874,58,76,"[58, 57, 56, 53, 51, 52, 34, 77, 76]"
1875,58,22,"[58, 57, 56, 53, 51, 52, 34, 78, 22]"
1876,58,23,"[58, 57, 56, 53, 51, 52, 34, 78, 23]"
1877,58,79,"[58, 57, 56, 53, 51, 52, 34, 78, 79]"
1878,58,40,"[58, 57, 72, 71, 70, 69, 68, 67, 40]"
1879,58,17,"[58, 59, 60, 62, 63, 64, 65, 66, 17]"
1880,58,5,"[58, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
1881,58,46,"[58, 57, 56, 53, 51, 50, 49, 48, 47, 46]"
1882,58,24,"[58, 57, 56, 53, 51, 52, 34, 78, 79, 24]"
1883,58,43,"[58, 57, 56, 53, 51, 52, 34, 78, 79, 43]"
1884,58,18,"[58, 59, 60, 62, 63, 64, 65, 66, 17, 18]"
1885,58,4,"[58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 4]"
1886,58,27,"[58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 27]"
1887,58,45,"[58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45]"
1888,58,1,"[58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 1]"
1889,58,44,"[58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44]"
1890,58,19,"[58, 59, 60, 62, 63, 64, 65, 66, 17, 18, 19]"
1891,58,20,"[58, 59, 60, 62, 63, 64, 65, 66, 17, 18, 20]"
1892,58,3,"[58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 3]"
1893,58,26,"[58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 26]"
1894,58,2,"[58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 2]"
1895,58,25,"[58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 25]"
1896,14,14,[14]
1897,14,62,"[14, 62]"
1898,14,60,"[14, 62, 60]"
1899,14,63,"[14, 62, 63]"
1900,14,37,"[14, 62, 60, 37]"
1901,14,59,"[14, 62, 60, 59]"
1902,14,61,"[14, 62, 60, 61]"
1903,14,15,"[14, 62, 63, 15]"
1904,14,38,"[14, 62, 63, 38]"
1905,14,64,"[14, 62, 63, 64]"
1906,14,36,"[14, 62, 60, 59, 36]"
1907,14,58,"[14, 62, 60, 59, 58]"
1908,14,16,"[14, 62, 63, 64, 16]"
1909,14,65,"[14, 62, 63, 64, 65]"
1910,14,13,"[14, 62, 60, 59, 58, 13]"
1911,14,57,"[14, 62, 60, 59, 58, 57]"
1912,14,66,"[14, 62, 63, 64, 65, 66]"
1913,14,12,"[14, 62, 60, 59, 58, 13, 12]"
1914,14,11,"[14, 62, 60, 59, 58, 57, 11]"
1915,14,56,"[14, 62, 60, 59, 58, 57, 56]"
1916,14,72,"[14, 62, 60, 59, 58, 57, 72]"
1917,14,17,"[14, 62, 63, 64, 65, 66, 17]"
1918,14,67,"[14, 62, 63, 64, 65, 66, 67]"
1919,14,10,"[14, 62, 60, 59, 58, 57, 11, 10]"
1920,14,53,"[14, 62, 60, 59, 58, 57, 56, 53]"
1921,14,31,"[14, 62, 60, 59, 58, 57, 72, 31]"
1922,14,71,"[14, 62, 60, 59, 58, 57, 72, 71]"
1923,14,18,"[14, 62, 63, 64, 65, 66, 17, 18]"
1924,14,40,"[14, 62, 63, 64, 65, 66, 67, 40]"
1925,14,68,"[14, 62, 63, 64, 65, 66, 67, 68]"
1926,14,30,"[14, 62, 60, 59, 58, 57, 56, 53, 30]"
1927,14,51,"[14, 62, 60, 59, 58, 57, 56, 53, 51]"
1928,14,54,"[14, 62, 60, 59, 58, 57, 56, 53, 54]"
1929,14,32,"[14, 62, 60, 59, 58, 57, 72, 71, 32]"
1930,14,35,"[14, 62, 60, 59, 58, 57, 72, 71, 35]"
1931,14,70,"[14, 62, 60, 59, 58, 57, 72, 71, 70]"
1932,14,19,"[14, 62, 63, 64, 65, 66, 17, 18, 19]"
1933,14,20,"[14, 62, 63, 64, 65, 66, 17, 18, 20]"
1934,14,41,"[14, 62, 63, 64, 65, 66, 67, 68, 41]"
1935,14,69,"[14, 62, 63, 64, 65, 66, 67, 68, 69]"
1936,14,50,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50]"
1937,14,52,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52]"
1938,14,9,"[14, 62, 60, 59, 58, 57, 56, 53, 54, 9]"
1939,14,55,"[14, 62, 60, 59, 58, 57, 56, 53, 54, 55]"
1940,14,39,"[14, 62, 60, 59, 58, 57, 72, 71, 35, 39]"
1941,14,73,"[14, 62, 60, 59, 58, 57, 72, 71, 70, 73]"
1942,14,42,"[14, 62, 63, 64, 65, 66, 67, 68, 69, 42]"
1943,14,29,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 29]"
1944,14,49,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49]"
1945,14,34,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34]"
1946,14,8,"[14, 62, 60, 59, 58, 57, 56, 53, 54, 9, 8]"
1947,14,33,"[14, 62, 60, 59, 58, 57, 72, 71, 70, 73, 33]"
1948,14,74,"[14, 62, 60, 59, 58, 57, 72, 71, 70, 73, 74]"
1949,14,48,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48]"
1950,14,77,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77]"
1951,14,78,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78]"
1952,14,75,"[14, 62, 60, 59, 58, 57, 72, 71, 70, 73, 74, 75]"
1953,14,6,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 6]"
1954,14,7,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 7]"
1955,14,28,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 28]"
1956,14,47,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47]"
1957,14,21,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77, 21]"
1958,14,76,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77, 76]"
1959,14,22,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 22]"
1960,14,23,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 23]"
1961,14,79,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79]"
1962,14,5,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
1963,14,46,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46]"
1964,14,24,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 24]"
1965,14,43,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43]"
1966,14,4,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 4]"
1967,14,27,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 27]"
1968,14,45,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45]"
1969,14,1,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 1]"
1970,14,44,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44]"
1971,14,3,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 3]"
1972,14,26,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 26]"
1973,14,2,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 2]"
1974,14,25,"[14, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 25]"
1975,62,62,[62]
1976,62,14,"[62, 14]"
1977,62,60,"[62, 60]"
1978,62,63,"[62, 63]"
1979,62,37,"[62, 60, 37]"
1980,62,59,"[62, 60, 59]"
1981,62,61,"[62, 60, 61]"
1982,62,15,"[62, 63, 15]"
1983,62,38,"[62, 63, 38]"
1984,62,64,"[62, 63, 64]"
1985,62,36,"[62, 60, 59, 36]"
1986,62,58,"[62, 60, 59, 58]"
1987,62,16,"[62, 63, 64, 16]"
1988,62,65,"[62, 63, 64, 65]"
1989,62,13,"[62, 60, 59, 58, 13]"
1990,62,57,"[62, 60, 59, 58, 57]"
1991,62,66,"[62, 63, 64, 65, 66]"
1992,62,12,"[62, 60, 59, 58, 13, 12]"
1993,62,11,"[62, 60, 59, 58, 57, 11]"
1994,62,56,"[62, 60, 59, 58, 57, 56]"
1995,62,72,"[62, 60, 59, 58, 57, 72]"
1996,62,17,"[62, 63, 64, 65, 66, 17]"
1997,62,67,"[62, 63, 64, 65, 66, 67]"
1998,62,10,"[62, 60, 59, 58, 57, 11, 10]"
1999,62,53,"[62, 60, 59, 58, 57, 56, 53]"
2000,62,31,"[62, 60, 59, 58, 57, 72, 31]"
2001,62,71,"[62, 60, 59, 58, 57, 72, 71]"
2002,62,18,"[62, 63, 64, 65, 66, 17, 18]"
2003,62,40,"[62, 63, 64, 65, 66, 67, 40]"
2004,62,68,"[62, 63, 64, 65, 66, 67, 68]"
2005,62,30,"[62, 60, 59, 58, 57, 56, 53, 30]"
2006,62,51,"[62, 60, 59, 58, 57, 56, 53, 51]"
2007,62,54,"[62, 60, 59, 58, 57, 56, 53, 54]"
2008,62,32,"[62, 60, 59, 58, 57, 72, 71, 32]"
2009,62,35,"[62, 60, 59, 58, 57, 72, 71, 35]"
2010,62,70,"[62, 60, 59, 58, 57, 72, 71, 70]"
2011,62,19,"[62, 63, 64, 65, 66, 17, 18, 19]"
2012,62,20,"[62, 63, 64, 65, 66, 17, 18, 20]"
2013,62,41,"[62, 63, 64, 65, 66, 67, 68, 41]"
2014,62,69,"[62, 63, 64, 65, 66, 67, 68, 69]"
2015,62,50,"[62, 60, 59, 58, 57, 56, 53, 51, 50]"
2016,62,52,"[62, 60, 59, 58, 57, 56, 53, 51, 52]"
2017,62,9,"[62, 60, 59, 58, 57, 56, 53, 54, 9]"
2018,62,55,"[62, 60, 59, 58, 57, 56, 53, 54, 55]"
2019,62,39,"[62, 60, 59, 58, 57, 72, 71, 35, 39]"
2020,62,73,"[62, 60, 59, 58, 57, 72, 71, 70, 73]"
2021,62,42,"[62, 63, 64, 65, 66, 67, 68, 69, 42]"
2022,62,29,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 29]"
2023,62,49,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49]"
2024,62,34,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34]"
2025,62,8,"[62, 60, 59, 58, 57, 56, 53, 54, 9, 8]"
2026,62,33,"[62, 60, 59, 58, 57, 72, 71, 70, 73, 33]"
2027,62,74,"[62, 60, 59, 58, 57, 72, 71, 70, 73, 74]"
2028,62,48,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48]"
2029,62,77,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77]"
2030,62,78,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78]"
2031,62,75,"[62, 60, 59, 58, 57, 72, 71, 70, 73, 74, 75]"
2032,62,6,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 6]"
2033,62,7,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 7]"
2034,62,28,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 28]"
2035,62,47,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47]"
2036,62,21,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77, 21]"
2037,62,76,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77, 76]"
2038,62,22,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 22]"
2039,62,23,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 23]"
2040,62,79,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79]"
2041,62,5,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
2042,62,46,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46]"
2043,62,24,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 24]"
2044,62,43,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43]"
2045,62,4,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 4]"
2046,62,27,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 27]"
2047,62,45,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45]"
2048,62,1,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 1]"
2049,62,44,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44]"
2050,62,3,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 3]"
2051,62,26,"[62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 26]"
2052,62,2,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 2]"
2053,62,25,"[62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 25]"
2054,15,15,[15]
2055,15,63,"[15, 63]"
2056,15,38,"[15, 63, 38]"
2057,15,62,"[15, 63, 62]"
2058,15,64,"[15, 63, 64]"
2059,15,14,"[15, 63, 62, 14]"
2060,15,60,"[15, 63, 62, 60]"
2061,15,16,"[15, 63, 64, 16]"
2062,15,65,"[15, 63, 64, 65]"
2063,15,37,"[15, 63, 62, 60, 37]"
2064,15,59,"[15, 63, 62, 60, 59]"
2065,15,61,"[15, 63, 62, 60, 61]"
2066,15,66,"[15, 63, 64, 65, 66]"
2067,15,36,"[15, 63, 62, 60, 59, 36]"
2068,15,58,"[15, 63, 62, 60, 59, 58]"
2069,15,17,"[15, 63, 64, 65, 66, 17]"
2070,15,67,"[15, 63, 64, 65, 66, 67]"
2071,15,13,"[15, 63, 62, 60, 59, 58, 13]"
2072,15,57,"[15, 63, 62, 60, 59, 58, 57]"
2073,15,18,"[15, 63, 64, 65, 66, 17, 18]"
2074,15,40,"[15, 63, 64, 65, 66, 67, 40]"
2075,15,68,"[15, 63, 64, 65, 66, 67, 68]"
2076,15,12,"[15, 63, 62, 60, 59, 58, 13, 12]"
2077,15,11,"[15, 63, 62, 60, 59, 58, 57, 11]"
2078,15,56,"[15, 63, 62, 60, 59, 58, 57, 56]"
2079,15,72,"[15, 63, 62, 60, 59, 58, 57, 72]"
2080,15,19,"[15, 63, 64, 65, 66, 17, 18, 19]"
2081,15,20,"[15, 63, 64, 65, 66, 17, 18, 20]"
2082,15,41,"[15, 63, 64, 65, 66, 67, 68, 41]"
2083,15,69,"[15, 63, 64, 65, 66, 67, 68, 69]"
2084,15,10,"[15, 63, 62, 60, 59, 58, 57, 11, 10]"
2085,15,53,"[15, 63, 62, 60, 59, 58, 57, 56, 53]"
2086,15,31,"[15, 63, 62, 60, 59, 58, 57, 72, 31]"
2087,15,71,"[15, 63, 62, 60, 59, 58, 57, 72, 71]"
2088,15,42,"[15, 63, 64, 65, 66, 67, 68, 69, 42]"
2089,15,70,"[15, 63, 64, 65, 66, 67, 68, 69, 70]"
2090,15,30,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 30]"
2091,15,51,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51]"
2092,15,54,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 54]"
2093,15,32,"[15, 63, 62, 60, 59, 58, 57, 72, 71, 32]"
2094,15,35,"[15, 63, 62, 60, 59, 58, 57, 72, 71, 35]"
2095,15,73,"[15, 63, 64, 65, 66, 67, 68, 69, 70, 73]"
2096,15,50,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50]"
2097,15,52,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52]"
2098,15,9,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 54, 9]"
2099,15,55,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 54, 55]"
2100,15,39,"[15, 63, 62, 60, 59, 58, 57, 72, 71, 35, 39]"
2101,15,33,"[15, 63, 64, 65, 66, 67, 68, 69, 70, 73, 33]"
2102,15,74,"[15, 63, 64, 65, 66, 67, 68, 69, 70, 73, 74]"
2103,15,29,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 29]"
2104,15,49,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49]"
2105,15,34,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34]"
2106,15,8,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 54, 9, 8]"
2107,15,75,"[15, 63, 64, 65, 66, 67, 68, 69, 70, 73, 74, 75]"
2108,15,48,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48]"
2109,15,77,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77]"
2110,15,78,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78]"
2111,15,76,"[15, 63, 64, 65, 66, 67, 68, 69, 70, 73, 74, 75, 76]"
2112,15,6,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 6]"
2113,15,7,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 7]"
2114,15,28,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 28]"
2115,15,47,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47]"
2116,15,21,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 77, 21]"
2117,15,22,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 22]"
2118,15,23,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 23]"
2119,15,79,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79]"
2120,15,5,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 5]"
2121,15,46,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46]"
2122,15,24,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 24]"
2123,15,43,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43]"
2124,15,4,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 4]"
2125,15,27,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 27]"
2126,15,45,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45]"
2127,15,1,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 1]"
2128,15,44,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44]"
2129,15,3,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 3]"
2130,15,26,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 50, 49, 48, 47, 46, 45, 26]"
2131,15,2,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 2]"
2132,15,25,"[15, 63, 62, 60, 59, 58, 57, 56, 53, 51, 52, 34, 78, 79, 43, 44, 25]"
2133,63,63,[63]
2134,63,15,"[63, 15]"
2135,63,38,"[63, 38]"
2136,63,62,"[63, 62]"
2137,63,64,"[63, 64]"
2138,63,14,"[63, 62, 14]"
2139,63,60,"[63, 62, 60]"
2140,63,16,"[63, 64, 16]"
2141,63,65,"[63, 64, 65]"
2142,63,37,"[63, 62, 60, 37]"
2143,63,59,"[63, 62, 60, 59]"
2144,63,61,"[63, 62, 60, 61]"
2145,63,66,"[63, 64, 65, 66]"
2146,63,36,"[63, 62, 60, 59, 36]"
2147,63,58,"[63, 62, 60, 59, 58]"
2148,63,17,"[63, 64, 65, 66, 17]"
2149,63,67,"[63, 64, 65, 66, 67]"
2150,63,13,"[63, 62, 60, 59, 58, 13]"
2151,63,57,"[63, 62, 60, 59, 58, 57]"
2152,63,18,"[63, 64, 65, 66, 17, 18]"
2153,63,40,"[63, 64, 65, 66, 67, 40]"
2154,63,68,"[63, 64, 65, 66, 67, 68]"
2155,63,12,"[63, 62, 60, 59, 58, 13, 12]"
2156,63,11,"[63, 62, 60, 59, 58, 57, 11]"
2157,63,56,"[63, 62, 60, 59, 58, 57, 56]"
